URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,Result
B0_525,46,11,1511,50,38,0
B0_542,46,10,66804,48,36,0
B0_55,46,10,1519,25,30,0
B0_555,46,12,235,16,15,0
B0_565,46,10,166,29,30,0
B0_602,46,8,NA,16,17,0
B0_64,46,10,8745,30,22,0
B0_687,46,10,NA,17,23,0
B0_689,46,8,NA,26,27,0
B0_727,46,8,333,129,145,0
B0_736,46,7,6984,43,41,0
B0_747,46,9,10303,200,255,0
B0_753,46,10,NA,44,47,0
B0_822,46,10,NA,0,0,0
B0_873,46,9,784,0,0,0
B0_889,46,6,NA,0,0,0
M0_86,47,11,NA,34,32,1
B0_1037,47,9,NA,0,0,0
B0_1122,47,9,NA,0,0,0
B0_1216,47,9,NA,0,0,0
B0_1245,47,8,7790,0,0,0
B0_1286,47,9,324,0,0,0
B0_1294,47,8,7362,0,0,0
B0_1295,47,9,NA,0,0,0
B0_1305,47,10,324,0,0,0
B0_1310,47,11,NA,0,0,0
B0_1340,47,10,423,0,0,0
B0_1410,47,9,6748,0,0,0
B0_153,47,10,NA,40,35,0
B0_20,47,10,NA,35,39,0
B0_2005,47,9,17647,9,10,0
B0_2037,47,9,NA,8,10,0
B0_2111,47,9,1148,11,12,0
B0_2177,47,9,NA,13,11,0
B0_220,47,12,NA,33,33,0
B0_2239,47,10,NA,7,10,0
B0_2296,47,9,NA,17,11,0
B0_231,47,11,NA,69,68,0
B0_252,47,10,NA,20,18,0
B0_268,47,10,NA,42,37,0
B0_280,47,11,NA,21,20,0
B0_287,47,9,NA,35,38,0
B0_298,47,8,479,35,29,0
B0_32,47,11,10804,6,9,0
B0_381,47,9,NA,63,64,0
B0_39,47,9,14889,13,15,0
B0_446,47,10,9527,29,31,0
B0_45,47,11,NA,30,33,0
B0_498,47,8,NA,65,64,0
B0_500,47,10,NA,35,36,0
B0_528,47,8,NA,78,100,0
B0_581,47,8,NA,9,10,0
B0_650,47,9,6748,39,27,0
B0_913,47,9,44446,0,0,0
B0_926,47,9,675,0,0,0
B0_949,47,9,193,0,0,0
B0_998,47,11,1819,0,0,0
M0_114,48,10,345,19,21,1
M0_146,48,11,640,31,25,1
M0_46,48,10,2516,28,24,1
M0_51,48,11,2516,30,25,1
M0_99,48,14,NA,50,51,1
B0_1046,48,9,324,0,0,0
B0_1063,48,10,67135,0,0,0
B0_1089,48,11,NA,0,0,0
B0_1109,48,9,NA,0,0,0
B0_1118,48,11,4699,0,0,0
B0_1151,48,11,NA,0,0,0
B0_1170,48,8,324,0,0,0
B0_1259,48,9,16333,0,0,0
B0_131,48,9,1819,41,40,0
B0_1323,48,10,NA,0,0,0
B0_1392,48,11,288,0,0,0
B0_1424,48,8,324,0,0,0
B0_2020,48,8,299,7,10,0
B0_203,48,9,13913,16,15,0
B0_2069,48,9,324,7,9,0
B0_2082,48,9,NA,5,8,0
B0_223,48,9,39,29,29,0
B0_2247,48,9,333,5,8,0
B0_2258,48,11,NA,8,11,0
B0_281,48,11,1819,52,43,0
B0_307,48,9,6748,30,29,0
B0_567,48,7,38123,55,52,0
B0_576,48,8,NA,30,33,0
B0_67,48,11,1371,34,37,0
B0_694,48,10,58,28,26,0
B0_71,48,9,46579,117,134,0
B0_800,48,10,NA,0,0,0
B0_836,48,8,324,0,0,0
B0_874,48,11,NA,0,0,0
M0_149,49,12,528,23,19,1
M0_164,49,12,2211,16,16,1
M0_55,49,13,NA,22,25,1
M0_81,49,12,4877,10,11,1
M0_98,49,13,NA,52,55,1
B0_1066,49,7,NA,0,0,0
B0_1090,49,9,959,0,0,0
B0_1123,49,9,324,0,0,0
B0_1217,49,10,19361,0,0,0
B0_1243,49,11,1819,0,0,0
B0_137,49,9,475,16,18,0
B0_1416,49,9,783,0,0,0
B0_16,49,10,1148,11,9,0
B0_2009,49,11,NA,25,12,0
B0_2029,49,9,NA,12,6,0
B0_2043,49,10,NA,15,11,0
B0_2054,49,12,506,22,18,0
B0_2078,49,9,NA,18,13,0
B0_2107,49,9,5005,3,5,0
B0_2110,49,10,NA,9,15,0
B0_2113,49,7,2367,6,7,0
B0_2262,49,9,NA,5,6,0
B0_2265,49,9,NA,3,4,0
B0_2280,49,9,2119,2,3,0
B0_2317,49,9,128,5,8,0
B0_333,49,11,NA,37,37,0
B0_341,49,9,162,25,27,0
B0_365,49,10,66441,18,20,0
B0_524,49,12,640,40,39,0
B0_609,49,9,44393,8,2,0
B0_637,49,10,6881,30,24,0
B0_648,49,10,NA,57,61,0
B0_663,49,10,1505,49,46,0
B0_729,49,11,1368,0,2,0
B0_838,49,10,NA,0,0,0
B0_896,49,10,NA,0,0,0
B0_923,49,9,NA,0,0,0
B0_95,49,10,236,27,26,0
B0_974,49,9,101,0,0,0
M0_105,50,13,NA,51,53,1
M0_147,50,11,640,28,24,1
M0_88,50,11,1108,9,11,1
B0_1026,50,12,1819,0,0,0
B0_1088,50,9,43996,0,0,0
B0_1370,50,10,13076,0,0,0
B0_1423,50,10,6953,0,0,0
B0_199,50,10,NA,74,84,0
B0_2132,50,9,NA,5,6,0
B0_2180,50,9,3071,8,10,0
B0_371,50,10,243,17,20,0
B0_379,50,10,NA,98,103,0
B0_402,50,11,1819,41,44,0
B0_410,50,10,NA,88,93,0
B0_419,50,11,324,29,28,0
B0_429,50,11,2797,39,43,0
B0_443,50,12,NA,21,21,0
B0_492,50,11,NA,42,42,0
B0_521,50,9,1189,28,23,0
B0_537,50,9,24971,11,12,0
B0_564,50,10,413,14,13,0
B0_610,50,9,5316,59,61,0
B0_682,50,11,435494,228,284,0
B0_708,50,14,NA,26,22,0
B0_789,50,9,324,0,0,0
B0_797,50,11,1208,0,0,0
B0_843,50,9,1149,0,0,0
B0_861,50,10,NA,0,0,0
B0_898,50,10,1970,0,0,0
B0_907,50,10,324,0,0,0
B0_975,50,9,324,0,0,0
M0_100,51,14,NA,48,49,1
M0_119,51,14,NA,14,6,1
B0_1027,51,10,NA,0,0,0
B0_1160,51,10,324,0,0,0
B0_1186,51,10,NA,0,0,0
B0_1346,51,8,25866,0,0,0
B0_1362,51,10,6130,0,0,0
B0_1391,51,9,NA,0,0,0
B0_150,51,10,231,9,10,0
B0_2046,51,9,10333,7,5,0
B0_2147,51,10,9890,9,10,0
B0_2186,51,9,6748,17,10,0
B0_2212,51,12,1819,28,19,0
B0_2227,51,8,162,4,3,0
B0_2279,51,10,324,5,4,0
B0_267,51,11,324,24,17,0
B0_347,51,10,NA,45,37,0
B0_377,51,11,58090,2,2,0
B0_435,51,10,NA,41,33,0
B0_479,51,11,NA,32,31,0
B0_780,51,9,15302,0,0,0
B0_787,51,11,239,0,0,0
B0_814,51,9,NA,0,0,0
B0_837,51,8,57,0,0,0
B0_938,51,11,557,0,0,0
M0_104,52,14,NA,43,44,1
M0_161,52,12,13650,22,20,1
M0_58,52,14,NA,18,15,1
B0_1007,52,9,NA,0,0,0
B0_1022,52,12,NA,0,0,0
B0_1076,52,10,17302,0,0,0
B0_1080,52,10,5315,0,0,0
B0_1115,52,10,1516,0,0,0
B0_1166,52,11,NA,0,0,0
B0_1191,52,12,NA,0,0,0
B0_1293,52,10,NA,0,0,0
B0_1304,52,10,3529,0,0,0
B0_1307,52,12,NA,0,0,0
B0_181,52,11,8105,17,11,0
B0_2014,52,10,1235,4,6,0
B0_2032,52,9,11,6,7,0
B0_2109,52,10,NA,5,7,0
B0_211,52,9,9662,26,25,0
B0_2198,52,9,44313,4,5,0
B0_2232,52,10,257,4,7,0
B0_2316,52,11,NA,3,4,0
B0_261,52,11,NA,62,63,0
B0_319,52,9,NA,14,17,0
B0_325,52,10,17167,14,15,0
B0_401,52,10,NA,57,62,0
B0_420,52,8,NA,29,30,0
B0_634,52,11,NA,25,26,0
B0_670,52,11,0,23,8,0
B0_696,52,11,14863,18,23,0
B0_741,52,10,257,37,34,0
B0_880,52,10,5443,0,0,0
B0_89,52,9,28239,55,58,0
B0_908,52,8,NA,0,0,0
B0_909,52,10,NA,0,0,0
B0_954,52,11,NA,0,0,0
B0_956,52,11,9801,0,0,0
M0_80,53,12,242,10,10,1
B0_1012,53,11,NA,0,0,0
B0_1091,53,10,NA,0,0,0
B0_1247,53,8,11158,0,0,0
B0_1264,53,10,NA,0,0,0
B0_1325,53,12,NA,0,0,0
B0_1336,53,11,NA,0,0,0
B0_2048,53,10,22897,9,10,0
B0_2119,53,11,8466,26,13,0
B0_2131,53,10,NA,7,8,0
B0_2268,53,9,2023,12,16,0
B0_294,53,7,NA,18,17,0
B0_472,53,12,211,21,21,0
B0_556,53,12,359174,19,22,0
B0_827,53,9,324,0,0,0
B0_862,53,10,324,0,0,0
B0_91,53,11,NA,20,19,0
B0_951,53,12,NA,0,0,0
B0_977,53,9,20309,0,0,0
M0_41,54,11,228,9,9,1
M0_87,54,11,17140,31,37,1
B0_1002,54,11,7849,0,0,0
B0_1059,54,12,NA,0,0,0
B0_1129,54,9,341,0,0,0
B0_1149,54,12,2503,0,0,0
B0_1188,54,9,324,0,0,0
B0_1200,54,12,NA,0,0,0
B0_1301,54,8,11,0,0,0
B0_1315,54,11,NA,0,0,0
B0_174,54,9,3020,38,33,0
B0_2007,54,12,NA,5,8,0
B0_2045,54,12,NA,11,7,0
B0_2133,54,10,NA,3,3,0
B0_2207,54,12,NA,12,10,0
B0_230,54,10,18952,1198,1284,0
B0_247,54,9,NA,64,48,0
B0_320,54,10,NA,43,41,0
B0_370,54,10,5438,44,44,0
B0_387,54,12,NA,37,37,0
B0_4,54,9,193,6,7,0
B0_478,54,9,324,40,44,0
B0_48,54,11,26,26,25,0
B0_594,54,10,NA,16,17,0
B0_665,54,10,20518,51,56,0
B0_750,54,12,1682,16,17,0
B0_799,54,11,9208,0,0,0
B0_858,54,12,324,0,0,0
B0_968,54,11,NA,0,0,0
M0_102,55,12,NA,54,57,1
M0_84,55,12,NA,34,32,1
B0_1039,55,10,14953,0,0,0
B0_1047,55,9,2080,0,0,0
B0_1126,55,12,NA,0,0,0
B0_1146,55,10,12275,0,0,0
B0_1168,55,11,NA,0,0,0
B0_1187,55,10,NA,0,0,0
B0_1339,55,12,NA,0,0,0
B0_1354,55,9,NA,0,0,0
B0_1368,55,10,NA,0,0,0
B0_1421,55,12,66702,0,0,0
B0_177,55,8,NA,26,31,0
B0_201,55,11,NA,50,50,0
B0_2023,55,12,NA,21,4,0
B0_2071,55,9,NA,8,5,0
B0_21,55,10,13898,35,40,0
B0_2141,55,10,44324,4,4,0
B0_2190,55,12,NA,13,5,0
B0_2300,55,10,NA,11,10,0
B0_346,55,12,NA,42,47,0
B0_415,55,10,NA,54,67,0
B0_502,55,10,NA,31,30,0
B0_664,55,9,NA,66,74,0
B0_706,55,9,NA,48,44,0
B0_716,55,9,NA,43,36,0
B0_738,55,11,NA,55,61,0
B0_815,55,10,20474,0,0,0
B0_879,55,12,1819,0,0,0
B0_936,55,10,40179,0,0,0
B0_959,55,11,324,0,0,0
M0_93,56,11,NA,9,9,1
B0_1,56,8,257,0,2,0
B0_1110,56,12,25471,0,0,0
B0_1124,56,11,7215,0,0,0
B0_1144,56,11,0,0,0,0
B0_1179,56,12,1819,0,0,0
B0_1214,56,9,965,0,0,0
B0_1227,56,10,NA,0,0,0
B0_1276,56,12,3042,0,0,0
B0_1317,56,10,324,0,0,0
B0_1396,56,11,8741,0,0,0
B0_2062,56,10,NA,4,5,0
B0_2215,56,10,14672,11,5,0
B0_225,56,9,NA,69,59,0
B0_2281,56,11,229,5,7,0
B0_249,56,9,NA,32,27,0
B0_28,56,11,324,26,17,0
B0_394,56,11,189,31,30,0
B0_421,56,9,324,14,14,0
B0_473,56,9,NA,21,21,0
B0_514,56,12,NA,14,15,0
B0_522,56,13,67283,43,44,0
B0_56,56,12,1523,43,46,0
B0_615,56,10,324,24,18,0
B0_714,56,12,NA,16,18,0
B0_853,56,9,1264,0,0,0
B0_867,56,9,225,0,0,0
B0_881,56,11,17072,0,0,0
B0_943,56,11,17541,0,0,0
B0_944,56,10,NA,0,0,0
B0_98,56,11,NA,14,14,0
B0_984,56,11,NA,0,0,0
B0_986,56,11,3782,0,0,0
B0_1041,57,9,355,0,0,0
B0_1092,57,11,7340,0,0,0
B0_1249,57,11,5796,0,0,0
B0_1348,57,10,NA,0,0,0
B0_1414,57,9,NA,0,0,0
B0_2081,57,11,448,2,4,0
B0_2130,57,11,17249,15,19,0
B0_2150,57,11,324,8,10,0
B0_2167,57,10,324,7,5,0
B0_2173,57,12,20504,4,6,0
B0_2191,57,12,6828,13,5,0
B0_250,57,10,NA,75,65,0
B0_299,57,10,1510,43,47,0
B0_375,57,10,NA,18,19,0
B0_413,57,10,NA,20,19,0
B0_458,57,12,11202,83,83,0
B0_517,57,9,6588,23,24,0
B0_535,57,10,345,33,37,0
B0_546,57,13,NA,48,40,0
B0_578,57,11,NA,38,45,0
B0_625,57,11,234,25,23,0
B0_636,57,10,21046,111,148,0
B0_732,57,11,23463,22,21,0
B0_749,57,10,324,66,65,0
B0_75,57,11,NA,11,12,0
B0_791,57,11,241,0,0,0
B0_86,57,7,1182,14,15,0
B0_882,57,12,NA,0,0,0
B0_932,57,13,NA,0,0,0
B0_996,57,11,10280,0,0,0
M0_103,58,12,NA,52,53,1
M0_83,58,13,5962,14,15,1
B0_1025,58,12,NA,0,0,0
B0_1107,58,8,58,0,0,0
B0_1256,58,10,324,0,0,0
B0_1274,58,11,324,0,0,0
B0_2031,58,9,NA,5,4,0
B0_2074,58,11,NA,4,5,0
B0_2201,58,10,208082,5,7,0
B0_2223,58,11,NA,5,9,0
B0_2254,58,11,NA,4,7,0
B0_302,58,8,345,13,12,0
B0_329,58,12,324,58,63,0
B0_338,58,10,NA,7,8,0
B0_358,58,9,324,18,18,0
B0_368,58,9,324,19,17,0
B0_554,58,10,1688,17,5,0
B0_598,58,11,NA,52,53,0
B0_604,58,11,NA,26,23,0
B0_776,58,9,NA,0,0,0
B0_845,58,11,NA,0,0,0
B0_857,58,11,1179,0,0,0
B0_921,58,12,90837,0,0,0
B0_1081,59,11,NA,0,0,0
B0_1119,59,11,NA,0,0,0
B0_1138,59,10,NA,0,0,0
B0_1153,59,11,NA,0,0,0
B0_12,59,10,26958,21,17,0
B0_1206,59,12,162,0,0,0
B0_1233,59,10,19404,0,0,0
B0_1269,59,11,162,0,0,0
B0_1331,59,10,324,0,0,0
B0_1358,59,10,352,0,0,0
B0_1399,59,9,NA,0,0,0
B0_1417,59,11,7697,0,0,0
B0_2047,59,10,324,6,6,0
B0_2050,59,13,9322,8,12,0
B0_2115,59,10,NA,10,16,0
B0_2243,59,11,NA,10,13,0
B0_227,59,15,NA,28,25,0
B0_265,59,9,12629,26,27,0
B0_296,59,11,324,30,24,0
B0_397,59,9,324,18,19,0
B0_426,59,13,NA,8,5,0
B0_486,59,13,324,33,32,0
B0_516,59,11,5290,21,22,0
B0_592,59,11,12965,52,51,0
B0_600,59,13,324,16,14,0
B0_618,59,11,NA,13,13,0
B0_620,59,10,NA,14,15,0
B0_674,59,12,162,30,24,0
B0_718,59,11,125,44,46,0
B0_779,59,12,1511,0,0,0
B0_802,59,11,5290,0,0,0
B0_87,59,12,NA,18,16,0
B0_93,59,10,19867,29,23,0
B0_999,59,13,NA,0,0,0
B0_1031,60,11,NA,0,0,0
B0_119,60,11,198,5,7,0
B0_1211,60,11,1973,0,0,0
B0_1278,60,10,NA,0,0,0
B0_1297,60,11,243,0,0,0
B0_1400,60,11,324,0,0,0
B0_2035,60,10,21666,9,10,0
B0_2053,60,12,NA,8,9,0
B0_2108,60,10,8774,6,9,0
B0_2168,60,13,1819,1,4,0
B0_2292,60,11,2544,4,4,0
B0_2312,60,13,NA,10,11,0
B0_359,60,11,NA,35,41,0
B0_384,60,12,NA,8,8,0
B0_447,60,9,324,7,7,0
B0_611,60,11,NA,35,35,0
B0_627,60,11,40582,107,79,0
B0_635,60,13,NA,44,44,0
B0_662,60,11,19671,53,54,0
B0_675,60,13,NA,32,26,0
B0_70,60,12,NA,117,134,0
B0_770,60,12,NA,5,6,0
B0_8,60,11,NA,18,18,0
B0_953,60,9,824,0,0,0
B0_972,60,13,NA,0,0,0
M0_56,61,12,526,0,2,1
B0_1113,61,10,324,0,0,0
B0_1189,61,12,4576,0,0,0
B0_1231,61,12,39198,0,0,0
B0_1290,61,11,NA,0,0,0
B0_1366,61,10,6473,0,0,0
B0_1409,61,9,11,0,0,0
B0_157,61,11,11780,28,24,0
B0_164,61,12,NA,24,22,0
B0_2012,61,12,1522,4,6,0
B0_2059,61,12,NA,5,7,0
B0_2086,61,9,NA,12,10,0
B0_2091,61,10,NA,5,8,0
B0_2200,61,11,257,4,4,0
B0_2210,61,12,NA,20,10,0
B0_2287,61,11,257,10,15,0
B0_2322,61,11,NA,7,5,0
B0_240,61,11,8864,34,36,0
B0_272,61,13,267,11,13,0
B0_342,61,13,NA,39,40,0
B0_350,61,11,NA,29,35,0
B0_924,61,14,25090,0,0,0
B0_973,61,10,4347,0,0,0
B0_106,62,13,6567,14,13,0
B0_1106,62,13,NA,0,0,0
B0_1133,62,12,NA,0,0,0
B0_1171,62,13,6567,0,0,0
B0_1212,62,12,20986,0,0,0
B0_1255,62,12,NA,0,0,0
B0_1327,62,13,12440,0,0,0
B0_1330,62,10,245,0,0,0
B0_1379,62,9,324,0,0,0
B0_276,62,11,NA,15,19,0
B0_383,62,11,382,25,21,0
B0_743,62,11,2192,38,37,0
B0_788,62,11,324,0,0,0
B0_917,62,12,9285,0,0,0
B0_995,62,12,NA,0,0,0
B0_100,63,14,NA,22,22,0
B0_1000,63,12,7221,0,0,0
B0_1182,63,11,14506,0,0,0
B0_1202,63,13,NA,0,0,0
B0_1291,63,12,NA,0,0,0
B0_204,63,11,324,73,42,0
B0_2041,63,11,NA,4,6,0
B0_2154,63,10,324,3,4,0
B0_2276,63,9,345,4,7,0
B0_3,63,12,NA,52,51,0
B0_380,63,12,1853,106,124,0
B0_417,63,14,NA,30,25,0
B0_497,63,11,3475,33,24,0
B0_52,63,11,42913,48,46,0
B0_547,63,13,324,38,44,0
B0_558,63,12,NA,18,22,0
B0_679,63,11,NA,43,28,0
B0_7,63,10,18235,6,8,0
B0_722,63,10,324,41,33,0
B0_754,63,10,NA,40,36,0
B0_757,63,14,320,194,217,0
B0_771,63,11,5858,25,25,0
B0_1105,64,11,NA,0,0,0
B0_1147,64,13,NA,0,0,0
B0_1267,64,11,9418,0,0,0
B0_1320,64,13,19111,0,0,0
B0_1364,64,13,NA,0,0,0
B0_1376,64,10,NA,0,0,0
B0_191,64,10,NA,17,9,0
B0_2049,64,11,NA,2,4,0
B0_2114,64,12,NA,5,9,0
B0_2195,64,11,NA,7,9,0
B0_318,64,13,NA,14,17,0
B0_323,64,11,9498,14,16,0
B0_405,64,11,NA,49,42,0
B0_657,64,10,324,30,29,0
B0_78,64,13,324,24,24,0
B0_844,64,13,32344,0,0,0
B0_860,64,14,NA,0,0,0
B0_983,64,11,34,0,0,0
B0_1003,65,11,3830,0,0,0
B0_1356,65,12,NA,0,0,0
B0_1367,65,11,36377,0,0,0
B0_186,65,12,NA,43,26,0
B0_2129,65,14,NA,6,6,0
B0_2189,65,14,NA,32,14,0
B0_224,65,10,NA,49,54,0
B0_344,65,12,NA,13,12,0
B0_449,65,11,12339,22,23,0
B0_481,65,14,NA,330,442,0
B0_538,65,13,330,34,34,0
B0_76,65,12,NA,37,37,0
B0_825,65,11,245,0,0,0
B0_929,65,11,40035,0,0,0
M0_85,66,14,58,19,18,1
B0_1018,66,13,14750,0,0,0
B0_1040,66,10,NA,0,0,0
B0_1406,66,12,NA,0,0,0
B0_2134,66,11,9405,15,4,0
B0_2187,66,10,NA,6,7,0
B0_31,66,12,251,15,15,0
B0_846,66,15,NA,0,0,0
B0_933,66,11,241,0,0,0
B0_969,66,15,36571,0,0,0
M0_177,67,14,NA,18,17,1
B0_1023,67,14,NA,0,0,0
B0_1197,67,12,NA,0,0,0
B0_1248,67,9,4440,0,0,0
B0_1309,67,10,NA,0,0,0
B0_198,67,9,324,33,32,0
B0_2057,67,9,355,7,7,0
B0_2120,67,10,3640,12,11,0
B0_2298,67,13,317,8,9,0
B0_339,67,12,197,13,14,0
B0_440,67,12,15742,20,22,0
B0_513,67,14,4710,67,60,0
B0_643,67,11,26117,20,24,0
B0_655,67,13,NA,28,34,0
B0_88,67,13,NA,21,18,0
B0_1235,68,13,13340,0,0,0
B0_1254,68,13,NA,0,0,0
B0_1386,68,12,3257,0,0,0
B0_148,68,11,6795,22,23,0
B0_2286,68,12,NA,11,11,0
B0_2288,68,12,NA,5,7,0
B0_27,68,14,12606,27,28,0
B0_327,68,13,NA,24,25,0
B0_651,68,15,NA,53,55,0
B0_684,68,12,12503,48,45,0
B0_734,68,14,NA,56,57,0
B0_79,68,11,NA,52,58,0
B0_866,68,11,NA,0,0,0
B0_957,68,12,NA,0,0,0
M0_178,69,13,194,14,12,1
B0_1077,69,14,3933,0,0,0
B0_1098,69,13,13920,0,0,0
B0_115,69,13,248,23,21,0
B0_1194,69,12,1500,0,0,0
B0_1271,69,11,NA,0,0,0
B0_1273,69,11,12564,0,0,0
B0_133,69,13,NA,10,10,0
B0_1395,69,12,NA,0,0,0
B0_2006,69,12,NA,4,4,0
B0_2246,69,11,NA,3,4,0
B0_372,69,12,NA,54,50,0
B0_459,69,12,360,27,26,0
B0_47,69,13,NA,18,20,0
B0_530,69,12,NA,35,30,0
B0_545,69,11,NA,25,23,0
B0_58,69,11,NA,27,30,0
B0_745,69,14,NA,35,33,0
B0_955,69,14,33493,0,0,0
M1_1,70,12,NA,17,17,1
B0_1016,70,15,61974,0,0,0
B0_1045,70,13,65423,0,0,0
B0_1057,70,15,324,0,0,0
B0_1155,70,14,518,0,0,0
B0_1169,70,13,NA,0,0,0
B0_1246,70,14,8742,0,0,0
B0_130,70,12,NA,13,15,0
B0_1407,70,12,NA,0,0,0
B0_151,70,15,11397,54,45,0
B0_2028,70,15,NA,6,9,0
B0_2161,70,13,118672,10,10,0
B0_2169,70,13,8187,5,8,0
B0_2283,70,13,NA,16,12,0
B0_2308,70,10,356,49,50,0
B0_260,70,13,NA,39,33,0
B0_264,70,13,324,12,12,0
B0_367,70,12,41417,9,12,0
B0_654,70,14,13481,54,53,0
B0_681,70,12,NA,23,27,0
B0_893,70,14,23103,0,0,0
B0_899,70,13,11,0,0,0
B0_941,70,13,NA,0,0,0
B0_1067,71,6,324,0,0,0
B0_1173,71,16,NA,0,0,0
B0_1345,71,14,8992,0,0,0
B0_1371,71,13,NA,0,0,0
B0_168,71,13,11988,79,82,0
B0_175,71,12,34,53,51,0
B0_207,71,12,13522,36,35,0
B0_66,71,11,NA,32,32,0
B0_669,71,12,318,29,23,0
B0_678,71,14,337,43,28,0
B0_692,71,11,NA,35,35,0
B0_707,71,14,NA,25,23,0
B0_72,71,12,NA,71,77,0
B0_728,71,11,13596,12,11,0
B0_828,71,11,324,0,0,0
B0_875,71,15,324,0,0,0
B0_1145,72,14,324,0,0,0
B0_1164,72,14,31624,0,0,0
B0_1172,72,16,NA,0,0,0
B0_1275,72,12,NA,0,0,0
B0_1282,72,12,1853,0,0,0
B0_1313,72,12,NA,0,0,0
B0_141,72,15,NA,53,52,0
B0_2040,72,13,NA,14,16,0
B0_2084,72,14,14092,12,8,0
B0_24,72,12,NA,33,33,0
B0_244,72,9,2819,45,26,0
B0_335,72,15,33528,22,28,0
B0_343,72,12,363,32,29,0
B0_489,72,13,1832,15,16,0
B0_623,72,12,324,84,102,0
B0_852,72,14,NA,0,0,0
B0_888,72,11,NA,0,0,0
B0_930,72,11,1145,0,0,0
B0_1001,73,14,NA,0,0,0
B0_1074,73,17,13240,0,0,0
B0_1082,73,13,NA,0,0,0
B0_1184,73,14,32103,0,0,0
B0_1229,73,15,484,0,0,0
B0_1240,73,13,NA,0,0,0
B0_132,73,13,NA,33,34,0
B0_1334,73,15,330,0,0,0
B0_213,73,15,44491,210,278,0
B0_2235,73,11,12487,22,19,0
B0_2248,73,11,3674,3,5,0
B0_2321,73,17,NA,11,14,0
B0_279,73,15,3591,29,36,0
B0_36,73,12,17908,23,25,0
B0_559,73,13,18901,55,48,0
B0_699,73,12,NA,55,60,0
B0_804,73,17,NA,0,0,0
M0_167,74,11,NA,19,17,1
B0_1162,74,12,324,0,0,0
B0_147,74,15,46884,8,2,0
B0_2208,74,13,NA,3,5,0
B0_2251,74,12,324,5,6,0
B0_352,74,16,NA,14,13,0
B0_454,74,13,NA,25,23,0
M0_62,75,13,193,10,9,1
B0_1360,75,15,8417,0,0,0
B0_196,75,16,NA,41,39,0
B0_2238,75,14,4721,4,6,0
B0_248,75,13,324,27,19,0
B0_404,75,14,NA,49,42,0
B0_868,75,12,NA,0,0,0
B0_987,75,15,NA,0,0,0
B0_2157,76,13,92183,10,7,0
B0_534,76,15,12368,55,57,0
B0_80,76,12,324,32,30,0
B0_81,76,13,324,24,19,0
B0_842,76,12,9672,0,0,0
B0_912,76,14,17721,0,0,0
B0_2013,77,15,324,5,8,0
B0_2174,77,13,NA,17,15,0
B0_2272,77,14,324,6,7,0
B0_431,77,14,NA,34,36,0
B0_432,77,14,22409,31,30,0
B0_735,77,13,63049,43,40,0
B0_751,77,14,NA,31,31,0
B0_1203,78,10,23146,0,0,0
B0_134,78,16,NA,17,17,0
B0_1393,78,17,NA,0,0,0
B0_2021,78,11,NA,17,18,0
B0_212,78,15,13,8,2,0
B0_2146,78,16,9313,13,14,0
B0_2203,78,13,28508,8,9,0
B0_2211,78,15,9,8,9,0
B0_278,78,13,NA,47,47,0
B0_433,78,10,23144,42,41,0
B0_680,78,12,13707,24,24,0
B0_748,78,13,11,66,65,0
B0_784,78,12,NA,0,0,0
B0_964,78,17,NA,0,0,0
B0_99,78,16,2743,27,31,0
B0_1072,79,13,1245,0,0,0
B0_1121,79,14,6748,0,0,0
B0_1193,79,14,NA,0,0,0
B0_1223,79,9,53420,0,0,0
B0_1355,79,15,46887,0,0,0
B0_2164,79,15,NA,6,8,0
B0_269,79,16,11593,19,19,0
B0_456,79,15,NA,17,7,0
B0_1086,80,16,7240,0,0,0
B0_1094,80,12,471,0,0,0
B0_129,80,12,38149,45,43,0
B0_1389,80,15,NA,0,0,0
B0_142,80,13,NA,60,57,0
B0_2077,80,17,8619,22,15,0
B0_2145,80,14,324,5,7,0
B0_463,80,13,NA,20,20,0
B0_756,80,11,324,41,23,0
B0_810,80,16,NA,0,0,0
B0_849,80,13,11326,0,0,0
B0_878,80,12,236,0,0,0
M4_70,81,17,NA,0,2,1
M4_71,81,17,NA,0,2,1
B0_101,81,14,10527,79,76,0
B0_118,81,18,213,15,15,0
B0_2311,81,16,324,2,3,0
B0_469,81,15,NA,61,64,0
B0_519,81,13,324,22,27,0
B0_649,81,11,NA,31,23,0
B0_712,81,16,NA,19,20,0
B0_720,81,15,NA,21,22,0
B0_83,81,12,4897,51,47,0
M4_69,82,17,NA,0,2,1
M4_72,82,17,NA,0,3,1
M4_73,82,17,NA,0,2,1
M4_74,82,17,NA,0,2,1
B0_2051,82,13,8521,8,9,0
B0_2060,82,17,324,5,6,0
B0_2267,82,14,NA,5,7,0
B0_228,82,17,9101,28,25,0
B0_284,82,17,NA,5,6,0
B0_382,82,13,324,37,45,0
B0_77,82,18,53520,49,49,0
B0_808,82,12,NA,0,0,0
B0_97,82,14,NA,20,18,0
M4_64,83,17,NA,1,5,1
B0_1035,83,17,NA,0,0,0
B0_202,83,11,NA,17,16,0
B0_2096,83,16,NA,7,5,0
B0_210,83,21,2034,26,25,0
B0_232,83,14,NA,32,32,0
B0_423,83,15,34930,33,34,0
B0_488,83,19,5866,15,16,0
